,NGRAM_TFIDF_RF,DATA_LABEL,DATA_TYPE,WORD_TFIFD_RF,CHAR_NGRAM_TFIDF_RF,WC_RF,EXP,N
9,0.8181818181818182,1602,SPEAKERS,0.8444444444444444,0.8636363636363636,0.8444444444444444,TB_INT,1045
10,0.8627450980392156,1602,SPEAKERS,0.9545454545454545,0.9777777777777777,0.9333333333333332,TB_INT,1045
11,0.85,1602,SPEAKERS,0.9047619047619047,0.9545454545454545,0.9047619047619047,TB_INT,1045
12,0.68,1602,SPEAKERS,0.717948717948718,0.7317073170731707,0.717948717948718,TB_INT,1045
13,0.7916666666666666,1602,SPEAKERS,0.9523809523809523,0.9268292682926829,0.9545454545454546,TB_INT,1045
14,0.7000000000000001,1602,SPEAKERS,0.8571428571428572,0.8181818181818182,0.8636363636363636,TB_INT,1045
15,0.7636363636363637,1602,SPEAKERS,0.8837209302325582,0.888888888888889,0.8695652173913043,TB_INT,1045
16,0.8695652173913043,1602,SPEAKERS,0.8780487804878049,0.8780487804878049,0.8780487804878049,TB_INT,1045
17,0.8571428571428572,1602,SPEAKERS,0.8292682926829269,0.8292682926829269,0.8571428571428572,TB_INT,1045
18,0.9047619047619048,1602,SPEAKERS,0.8421052631578948,0.7777777777777778,0.8421052631578948,TB_INT,1045
19,0.7906976744186046,1602,SPEAKERS,0.85,0.85,0.85,TB_INT,1045
0,0.8461538461538461,1638,SPEAKERS,0.8799999999999999,0.9166666666666666,0.888888888888889,TB_INT,572
1,0.8695652173913044,1638,SPEAKERS,0.9166666666666666,0.8333333333333333,0.9166666666666666,TB_INT,572
2,0.8799999999999999,1638,SPEAKERS,0.8799999999999999,0.888888888888889,0.8799999999999999,TB_INT,572
3,0.9166666666666666,1638,SPEAKERS,0.8799999999999999,0.8695652173913044,0.888888888888889,TB_INT,572
4,0.8181818181818181,1638,SPEAKERS,0.761904761904762,0.7272727272727274,0.8181818181818181,TB_INT,572
5,0.9166666666666666,1638,SPEAKERS,0.9166666666666666,0.8695652173913044,0.8695652173913044,TB_INT,572
6,0.8333333333333333,1638,SPEAKERS,0.8333333333333333,0.8333333333333333,0.8333333333333333,TB_INT,572
7,0.9600000000000001,1638,SPEAKERS,0.9600000000000001,0.9600000000000001,0.9600000000000001,TB_INT,572
8,0.9285714285714286,1638,SPEAKERS,0.8571428571428571,0.9285714285714286,0.896551724137931,TB_INT,572
9,1.0,1638,SPEAKERS,1.0,1.0,1.0,TB_INT,572
10,0.8333333333333333,1638,SPEAKERS,0.8799999999999999,0.8333333333333333,0.8799999999999999,TB_INT,572
